query,neighbor,distance,rank
c2_uuid_ec81d97e.nc,c2_uuid_735327ae.nc,10.39820794053629,16
c2_uuid_ec81d97e.nc,c2_uuid_c6fae318.nc,10.560953079699196,17
c2_uuid_ec81d97e.nc,c2_uuid_4df18da4.nc,11.04165102557619,18
c2_uuid_ec81d97e.nc,c2_uuid_dc364aad.nc,11.232726284927283,19
c2_uuid_f544906f.nc,c2_uuid_4df18da4.nc,3.317522845911981,1
c2_uuid_f544906f.nc,c2_uuid_a8aaadc4.nc,4.056866840995512,2
c2_uuid_f544906f.nc,c2_uuid_fca79975.nc,4.617825498386368,3
c2_uuid_f544906f.nc,c2_uuid_735327ae.nc,4.680091001322131,4
c2_uuid_f544906f.nc,c2_uuid_4c0d80da.nc,4.725609339438554,5
c2_uuid_f544906f.nc,c2_uuid_fbf4a196.nc,4.774537226400725,6
c2_uuid_f544906f.nc,c2_uuid_dc364aad.nc,5.3602964988068535,7
c2_uuid_f544906f.nc,c2_uuid_ff53a69a.nc,5.5268770381363534,8
c2_uuid_f544906f.nc,c2_uuid_aa20f8c4.nc,5.597716101119001,9
c2_uuid_f544906f.nc,c2_uuid_aebda966.nc,5.7539604978626135,10
c2_uuid_f544906f.nc,c2_uuid_c6fae318.nc,5.952360324293995,11
c2_uuid_f544906f.nc,c2_uuid_d60e0f4a.nc,5.959090691955664,12
c2_uuid_f544906f.nc,c2_uuid_49511e7b.nc,5.988291494830997,13
c2_uuid_f544906f.nc,c2_uuid_fa40c633.nc,6.885755999156163,14
c2_uuid_f544906f.nc,c2_uuid_4b4eea26.nc,7.266933886293152,15
c2_uuid_f544906f.nc,c2_uuid_495c8cf2.nc,7.474399617636958,16
c2_uuid_f544906f.nc,c2_uuid_eb59c68d.nc,7.505650946020501,17
c2_uuid_f544906f.nc,c2_uuid_80ab3494.nc,7.795107475831874,18
c2_uuid_f544906f.nc,c2_uuid_ec81d97e.nc,10.13970710807463,19
c2_uuid_fa40c633.nc,c2_uuid_495c8cf2.nc,1.2942005146363693,1
c2_uuid_fa40c633.nc,c2_uuid_4b4eea26.nc,1.297160234892745,2
c2_uuid_fa40c633.nc,c2_uuid_80ab3494.nc,1.6027791841287267,3
c2_uuid_fa40c633.nc,c2_uuid_eb59c68d.nc,2.302227017146755,4
c2_uuid_fa40c633.nc,c2_uuid_49511e7b.nc,2.305571455071657,5
c2_uuid_fa40c633.nc,c2_uuid_aebda966.nc,2.3105844453343565,6
c2_uuid_fa40c633.nc,c2_uuid_d60e0f4a.nc,2.5679437430199656,7
c2_uuid_fa40c633.nc,c2_uuid_aa20f8c4.nc,3.056417325287729,8
c2_uuid_fa40c633.nc,c2_uuid_ff53a69a.nc,3.149427177658076,9
c2_uuid_fa40c633.nc,c2_uuid_fca79975.nc,3.31441138362634,10
c2_uuid_fa40c633.nc,c2_uuid_a8aaadc4.nc,3.7863586333988115,11
c2_uuid_fa40c633.nc,c2_uuid_735327ae.nc,3.8886484801389267,12
c2_uuid_fa40c633.nc,c2_uuid_c6fae318.nc,4.156130552063689,13
c2_uuid_fa40c633.nc,c2_uuid_fbf4a196.nc,4.502334685704312,14
c2_uuid_fa40c633.nc,c2_uuid_dc364aad.nc,5.013498219992574,15
c2_uuid_fa40c633.nc,c2_uuid_4df18da4.nc,5.076956487334477,16
c2_uuid_fa40c633.nc,c2_uuid_4c0d80da.nc,5.181177664196085,17
